transfer_id,sender_id,receiver_id,amount,ccy,created_at,state,transfer_type,reference_note
TRF-01643,CUST-1028,EXT-5098,27383.17,SAR,1740517715000,COMPLETED,local_bank,Rent share
TRF-01644,CUST-1089,CUST-1023,37729.17,SAR,1749814416000,COMPLETED,internal,Coffee money
TRF-01645,CUST-1109,CUST-1133,39303.31,SAR,1748697484000,COMPLETED,internal,Furniture split
TRF-01646,CUST-1143,EXT-5002,41993.34,AED,1750383069000,COMPLETED,international,Furniture split
TRF-01647,CUST-1020,EXT-5079,12840.15,USD,1749175102000,PROCESSING,international,Travel booking
TRF-01648,CUST-1061,CUST-1109,13187.97,SAR,1745178960000,COMPLETED,internal,Rent share
TRF-01649,CUST-1104,CUST-1152,42483.71,SAR,1741259435000,COMPLETED,internal,Salary advance
TRF-01650,CUST-1106,CUST-1178,13121.16,AED,1742366019000,COMPLETED,internal,Business invoice
TRF-01651,CUST-1143,CUST-1176,27323.64,SAR,1749655738000,COMPLETED,internal,Investment transfer
TRF-01652,CUST-1168,CUST-1125,30423.35,SAR,1740282370000,COMPLETED,internal,Lunch money
TRF-01653,CUST-1037,EXT-5080,31018.70,GBP,1743304304000,FAILED,international,Eid gift
TRF-01654,CUST-1111,CUST-1081,33727.40,USD,1746199804000,COMPLETED,internal,Lunch money
TRF-01655,CUST-1117,EXT-5097,4287.91,SAR,1745754696000,COMPLETED,local_bank,Freelancer payment
TRF-01656,CUST-1012,CUST-1101,48359.91,AED,1743993313000,COMPLETED,internal,Medical bill
TRF-01657,CUST-1162,EXT-5016,14681.72,SAR,1747627529000,COMPLETED,local_bank,Parking fee
TRF-01658,CUST-1133,CUST-1150,6746.19,AED,1748803917000,FAILED,internal,Loan repayment
TRF-01659,CUST-1034,EXT-5058,4249.27,EUR,1748405240000,COMPLETED,local_bank,Loan repayment
TRF-01660,CUST-1036,EXT-5093,403.82,AED,1738864047000,COMPLETED,international,Business invoice
TRF-01661,CUST-1134,CUST-1070,20007.03,USD,1744882884000,COMPLETED,internal,Internet bill
TRF-01662,CUST-1162,EXT-5053,6255.55,USD,1741882885000,COMPLETED,international,Shared groceries
TRF-01663,CUST-1128,EXT-5063,2249.81,GBP,1736737778000,COMPLETED,international,Movie tickets
TRF-01664,CUST-1128,CUST-1053,46891.20,SAR,1741089518000,COMPLETED,internal,Gym membership
TRF-01665,CUST-1046,CUST-1088,41391.91,SAR,1742230183000,COMPLETED,internal,Rent share
TRF-01666,CUST-1134,CUST-1191,41885.91,USD,1740864878000,COMPLETED,internal,Loan repayment
TRF-01667,CUST-1017,EXT-5024,47789.94,SAR,1736631408000,COMPLETED,local_bank,Grocery share
TRF-01668,CUST-1039,CUST-1161,36610.23,SAR,1739501931000,COMPLETED,internal,Freelancer payment
TRF-01669,CUST-1197,CUST-1049,25756.63,SAR,1741914579000,COMPLETED,internal,Rent share
TRF-01670,CUST-1085,EXT-5080,33197.44,SAR,1739745848000,COMPLETED,local_bank,Gift money
TRF-01671,CUST-1186,EXT-5092,44160.75,USD,1751136602000,COMPLETED,international,Gym membership
TRF-01672,CUST-1067,EXT-5029,45439.58,GBP,1746427546000,COMPLETED,international,Gym membership
TRF-01673,CUST-1008,EXT-5063,13269.31,SAR,1750894623000,COMPLETED,local_bank,Event tickets
TRF-01674,CUST-1163,EXT-5062,27204.14,SAR,1747241232000,COMPLETED,local_bank,Salary advance
TRF-01675,CUST-1194,CUST-1025,21359.93,AED,1744589485000,COMPLETED,internal,School tuition
TRF-01676,CUST-1024,CUST-1126,28296.82,SAR,1747111730000,PROCESSING,internal,Medical bill
TRF-01677,CUST-1021,EXT-5014,48006.10,SAR,1749167991000,FAILED,local_bank,Investment transfer
TRF-01678,CUST-1099,CUST-1080,20425.91,SAR,1743453004000,COMPLETED,internal,Grocery share
TRF-01679,CUST-1158,EXT-5056,18087.48,GBP,1743625931000,COMPLETED,international,Lunch money
TRF-01680,CUST-1199,CUST-1033,38364.56,SAR,1740724082000,COMPLETED,internal,Medical bill
TRF-01681,CUST-1137,CUST-1051,49607.11,SAR,1749502638000,FAILED,internal,Gift money
TRF-01682,CUST-1081,CUST-1076,6421.79,SAR,1741083485000,COMPLETED,internal,Birthday gift
TRF-01683,CUST-1030,CUST-1120,33981.37,EUR,1748382961000,COMPLETED,internal,Travel booking
TRF-01684,CUST-1007,CUST-1012,12595.75,GBP,1741814864000,COMPLETED,internal,Travel booking
TRF-01685,CUST-1189,EXT-5024,23591.64,SAR,1735801775000,COMPLETED,local_bank,Eid gift
TRF-01686,CUST-1102,EXT-5056,18949.39,SAR,1736424972000,COMPLETED,local_bank,Gift money
TRF-01687,CUST-1139,EXT-5064,35341.39,SAR,1749566906000,COMPLETED,local_bank,Eid gift
TRF-01688,CUST-1021,EXT-5086,15677.16,AED,1736894641000,FAILED,international,Movie tickets
TRF-01689,CUST-1056,EXT-5050,5145.12,EUR,1748716971000,PROCESSING,international,Furniture split
TRF-01690,CUST-1035,EXT-5017,32745.44,SAR,1743748292000,COMPLETED,local_bank,Furniture split
TRF-01691,CUST-1022,CUST-1068,31782.16,SAR,1737725549000,COMPLETED,internal,Coffee money
TRF-01692,CUST-1100,CUST-1072,17780.05,AED,1745592138000,COMPLETED,internal,Loan repayment
TRF-01693,CUST-1079,CUST-1182,13568.33,SAR,1739117395000,COMPLETED,internal,Car installment
TRF-01694,CUST-1153,EXT-5062,6132.87,SAR,1749961131000,COMPLETED,local_bank,School tuition
TRF-01695,CUST-1059,CUST-1071,46642.52,SAR,1738444393000,FAILED,internal,Wedding contribution
TRF-01696,CUST-1158,EXT-5004,37502.76,SAR,1748199832000,COMPLETED,local_bank,Coffee money
TRF-01697,CUST-1163,CUST-1058,29991.78,SAR,1744009509000,COMPLETED,internal,Uber share
TRF-01698,CUST-1183,EXT-5090,27581.91,SAR,1742617358000,FAILED,local_bank,Car installment
TRF-01699,CUST-1188,EXT-5068,41895.10,SAR,1743671083000,COMPLETED,local_bank,Loan repayment
TRF-01700,CUST-1014,EXT-5017,24962.06,EUR,1739962720000,COMPLETED,international,Eid gift
TRF-01701,CUST-1112,CUST-1132,45152.09,SAR,1745469749000,COMPLETED,internal,Internet bill
TRF-01702,CUST-1054,CUST-1031,9318.97,SAR,1750290810000,COMPLETED,internal,Birthday gift
TRF-01703,CUST-1068,EXT-5006,21954.21,AED,1740545070000,COMPLETED,local_bank,Freelancer payment
TRF-01704,CUST-1176,CUST-1080,43920.14,SAR,1750407346000,COMPLETED,internal,Freelancer payment
TRF-01705,CUST-1102,EXT-5060,23585.22,SAR,1750082084000,COMPLETED,local_bank,Gym membership
TRF-01706,CUST-1002,EXT-5003,19255.95,SAR,1750100969000,PROCESSING,local_bank,Insurance premium
TRF-01707,CUST-1103,CUST-1001,22469.55,SAR,1747708879000,COMPLETED,internal,Shared groceries
TRF-01708,CUST-1141,CUST-1031,9057.46,USD,1747212132000,FAILED,internal,Travel booking
TRF-01709,CUST-1033,CUST-1149,10634.21,USD,1750046779000,COMPLETED,internal,Wedding contribution
TRF-01710,CUST-1138,CUST-1124,13086.84,SAR,1743070481000,COMPLETED,internal,Wedding contribution
TRF-01711,CUST-1067,EXT-5028,42525.87,EUR,1750884164000,COMPLETED,international,Uber share
TRF-01712,CUST-1200,CUST-1165,41927.98,SAR,1745244074000,COMPLETED,internal,Event tickets
TRF-01713,CUST-1195,CUST-1103,48331.45,SAR,1736227014000,COMPLETED,internal,Travel booking
TRF-01714,CUST-1091,CUST-1025,12626.20,SAR,1751015622000,COMPLETED,internal,Freelancer payment
TRF-01715,CUST-1088,EXT-5094,43915.29,SAR,1745118269000,COMPLETED,local_bank,Dinner split
TRF-01716,CUST-1134,EXT-5040,39918.89,GBP,1741579325000,COMPLETED,local_bank,Gift money
TRF-01717,CUST-1067,CUST-1031,19446.04,SAR,1739625699000,COMPLETED,internal,Travel booking
TRF-01718,CUST-1175,CUST-1122,958.66,SAR,1745062728000,PROCESSING,internal,Uber share
TRF-01719,CUST-1058,CUST-1065,26456.07,SAR,1737077651000,FAILED,internal,Wedding contribution
TRF-01720,CUST-1187,CUST-1149,18077.87,SAR,1749440609000,COMPLETED,internal,Coffee money
TRF-01721,CUST-1161,EXT-5048,8354.33,GBP,1746125382000,COMPLETED,international,Charity donation
TRF-01722,CUST-1147,EXT-5026,38155.49,EUR,1742562957000,COMPLETED,international,Internet bill
TRF-01723,CUST-1177,EXT-5044,8871.53,SAR,1742389076000,COMPLETED,local_bank,Wedding contribution
TRF-01724,CUST-1134,EXT-5061,28402.12,SAR,1741736962000,COMPLETED,local_bank,Wedding contribution
TRF-01725,CUST-1019,CUST-1199,24281.46,SAR,1745671566000,COMPLETED,internal,Investment transfer
TRF-01726,CUST-1089,CUST-1199,27774.34,USD,1744871714000,FAILED,internal,Travel booking
TRF-01727,CUST-1077,CUST-1111,42749.72,SAR,1738903434000,COMPLETED,internal,Business invoice
TRF-01728,CUST-1156,CUST-1174,42477.75,USD,1737611469000,COMPLETED,internal,Gas split
TRF-01729,CUST-1008,CUST-1025,11204.95,SAR,1737465184000,COMPLETED,internal,Lunch money
TRF-01730,CUST-1135,CUST-1079,37471.69,SAR,1742606325000,COMPLETED,internal,Charity donation
TRF-01731,CUST-1159,CUST-1195,49641.22,SAR,1745807354000,COMPLETED,internal,Car installment
TRF-01732,CUST-1001,EXT-5068,40013.40,USD,1742132793000,PROCESSING,international,Movie tickets
TRF-01733,CUST-1065,EXT-5091,15600.19,SAR,1746228993000,FAILED,local_bank,Business invoice
TRF-01734,CUST-1147,CUST-1088,24065.57,GBP,1744579618000,FAILED,internal,Internet bill
TRF-01735,CUST-1007,CUST-1117,28619.07,SAR,1743429949000,FAILED,internal,School tuition
TRF-01736,CUST-1100,EXT-5024,29205.83,EUR,1742299392000,COMPLETED,local_bank,Salary advance
TRF-01737,CUST-1047,EXT-5025,15284.58,AED,1746997158000,COMPLETED,international,Salary advance
TRF-01738,CUST-1094,EXT-5050,21947.20,SAR,1738337084000,COMPLETED,local_bank,Internet bill
TRF-01739,CUST-1093,EXT-5061,42214.07,SAR,1746510241000,COMPLETED,local_bank,Insurance premium
TRF-01740,CUST-1175,EXT-5080,38413.36,SAR,1743884657000,COMPLETED,local_bank,Rent share
TRF-01741,CUST-1031,CUST-1175,33894.67,SAR,1737290914000,COMPLETED,internal,Event tickets
TRF-01742,CUST-1128,CUST-1161,36510.57,USD,1749940233000,COMPLETED,internal,Rent share
TRF-01743,CUST-1151,EXT-5066,25424.22,SAR,1747219174000,COMPLETED,local_bank,Gas split
TRF-01744,CUST-1165,EXT-5071,1756.32,USD,1748365524000,COMPLETED,international,Birthday gift
TRF-01745,CUST-1173,EXT-5061,17344.98,SAR,1742032613000,COMPLETED,local_bank,Gas split
TRF-01746,CUST-1152,CUST-1055,45791.13,AED,1750029926000,COMPLETED,internal,Gym membership
TRF-01747,CUST-1070,EXT-5007,10046.22,SAR,1743903273000,COMPLETED,local_bank,Movie tickets
TRF-01748,CUST-1127,EXT-5055,38263.10,USD,1741565333000,COMPLETED,local_bank,Loan repayment
TRF-01749,CUST-1068,EXT-5043,19256.69,AED,1740032446000,COMPLETED,international,Cleaning service
TRF-01750,CUST-1068,EXT-5096,17685.63,SAR,1746220883000,PROCESSING,local_bank,School tuition
TRF-01751,CUST-1071,EXT-5033,32392.25,USD,1747706404000,FAILED,local_bank,Gift money
TRF-01752,CUST-1065,CUST-1199,22139.75,SAR,1738528706000,COMPLETED,internal,Cleaning service
TRF-01753,CUST-1002,EXT-5093,41589.16,SAR,1744477323000,FAILED,local_bank,Loan repayment
TRF-01754,CUST-1081,CUST-1165,16644.98,SAR,1736135142000,COMPLETED,internal,Eid gift
TRF-01755,CUST-1090,CUST-1142,1636.58,USD,1743769679000,COMPLETED,internal,Rent share
TRF-01756,CUST-1096,CUST-1137,36472.56,SAR,1741921401000,COMPLETED,internal,Investment transfer
TRF-01757,CUST-1049,CUST-1185,12391.26,SAR,1745759148000,COMPLETED,internal,Lunch money
TRF-01758,CUST-1190,EXT-5006,13842.05,SAR,1748778503000,COMPLETED,local_bank,Charity donation
TRF-01759,CUST-1057,EXT-5027,40148.53,SAR,1740293390000,COMPLETED,local_bank,Insurance premium
TRF-01760,CUST-1001,EXT-5050,41923.17,GBP,1740954238000,COMPLETED,international,Salary advance
TRF-01761,CUST-1189,CUST-1105,11530.74,SAR,1744624035000,COMPLETED,internal,Cleaning service
TRF-01762,CUST-1149,EXT-5027,14574.65,SAR,1742302155000,COMPLETED,local_bank,Gym membership
TRF-01763,CUST-1166,EXT-5035,49890.24,SAR,1750791808000,COMPLETED,local_bank,Gas split
TRF-01764,CUST-1111,EXT-5005,45172.41,EUR,1738980230000,COMPLETED,international,Business invoice
TRF-01765,CUST-1122,CUST-1029,7340.36,SAR,1736583097000,PROCESSING,internal,Grocery share
TRF-01766,CUST-1148,CUST-1018,4448.51,SAR,1738686180000,FAILED,internal,Charity donation
TRF-01767,CUST-1112,CUST-1124,5517.65,USD,1750339610000,COMPLETED,internal,Birthday gift
TRF-01768,CUST-1030,EXT-5039,13125.92,EUR,1750462081000,COMPLETED,local_bank,Charity donation
TRF-01769,CUST-1145,EXT-5061,9823.65,SAR,1739642812000,COMPLETED,local_bank,Wedding contribution
TRF-01770,CUST-1023,CUST-1065,16078.39,SAR,1750144300000,FAILED,internal,Insurance premium
TRF-01771,CUST-1070,EXT-5061,42752.10,EUR,1736067049000,COMPLETED,international,Event tickets
TRF-01772,CUST-1194,EXT-5083,1594.90,AED,1748438314000,COMPLETED,international,Rent share
TRF-01773,CUST-1186,EXT-5068,21641.33,SAR,1743575162000,COMPLETED,local_bank,Charity donation
TRF-01774,CUST-1022,EXT-5090,47117.22,SAR,1738365422000,COMPLETED,local_bank,Shared groceries
TRF-01775,CUST-1062,EXT-5052,28503.57,EUR,1737819414000,COMPLETED,international,Charity donation
TRF-01776,CUST-1119,CUST-1094,29416.60,SAR,1740675229000,FAILED,internal,Dinner split
TRF-01777,CUST-1180,EXT-5027,24916.49,EUR,1744080213000,COMPLETED,international,Rent share
TRF-01778,CUST-1086,EXT-5065,24469.05,USD,1736792014000,PROCESSING,international,Salary advance
TRF-01779,CUST-1161,EXT-5052,5964.09,GBP,1736185086000,COMPLETED,international,Gym membership
TRF-01780,CUST-1011,EXT-5005,26390.24,EUR,1748452164000,COMPLETED,local_bank,Event tickets
TRF-01781,CUST-1166,CUST-1113,13452.54,SAR,1738975393000,COMPLETED,internal,School tuition
TRF-01782,CUST-1066,EXT-5099,10661.21,SAR,1750209028000,COMPLETED,local_bank,Event tickets
TRF-01783,CUST-1073,EXT-5087,43883.27,GBP,1746083879000,COMPLETED,international,Charity donation
TRF-01784,CUST-1048,EXT-5008,9465.22,SAR,1750222487000,COMPLETED,local_bank,Travel booking
TRF-01785,CUST-1130,CUST-1170,40181.40,SAR,1739982884000,COMPLETED,internal,Uber share
TRF-01786,CUST-1022,EXT-5064,16287.85,SAR,1746150717000,COMPLETED,local_bank,Movie tickets
TRF-01787,CUST-1069,CUST-1069,27545.79,USD,1746734801000,COMPLETED,internal,Parking fee
TRF-01788,CUST-1081,EXT-5076,49792.45,EUR,1746174905000,COMPLETED,international,Eid gift
TRF-01789,CUST-1161,CUST-1112,35665.16,SAR,1741424871000,COMPLETED,internal,Wedding contribution
TRF-01790,CUST-1159,EXT-5100,37163.43,SAR,1738349199000,COMPLETED,local_bank,Movie tickets
TRF-01791,CUST-1167,CUST-1034,29909.85,SAR,1746121788000,COMPLETED,internal,Loan repayment
TRF-01792,CUST-1051,CUST-1006,41127.82,EUR,1738452863000,COMPLETED,internal,Insurance premium
TRF-01793,CUST-1103,CUST-1068,48923.79,EUR,1736174838000,COMPLETED,internal,Business invoice
TRF-01794,CUST-1165,EXT-5016,13766.17,USD,1749014172000,COMPLETED,local_bank,Coffee money
TRF-01795,CUST-1047,EXT-5060,1297.54,EUR,1738131361000,FAILED,international,Business invoice
TRF-01796,CUST-1092,CUST-1024,46070.06,SAR,1735755870000,COMPLETED,internal,Lunch money
TRF-01797,CUST-1033,CUST-1021,26589.69,SAR,1747419215000,COMPLETED,internal,Grocery share
TRF-01798,CUST-1178,CUST-1133,45429.20,SAR,1740731611000,COMPLETED,internal,Gas split
TRF-01799,CUST-1032,EXT-5005,45478.08,USD,1741497217000,COMPLETED,international,Medical bill
TRF-01800,CUST-1074,EXT-5058,22178.82,GBP,1749512530000,COMPLETED,international,Business invoice
TRF-01801,CUST-1115,CUST-1151,47059.20,USD,1738205037000,COMPLETED,internal,Movie tickets
TRF-01802,CUST-1184,CUST-1164,11842.74,SAR,1749601661000,COMPLETED,internal,Insurance premium
TRF-01803,CUST-1022,EXT-5021,42979.55,SAR,1738833058000,PROCESSING,local_bank,Medical bill
TRF-01804,CUST-1036,EXT-5036,29348.21,USD,1750242654000,COMPLETED,local_bank,Medical bill
TRF-01805,CUST-1088,CUST-1093,23357.23,SAR,1742708743000,PROCESSING,internal,Medical bill
TRF-01806,CUST-1135,EXT-5093,45264.13,SAR,1745606694000,COMPLETED,local_bank,School tuition
TRF-01807,CUST-1014,EXT-5016,36399.26,SAR,1749979563000,FAILED,local_bank,Birthday gift
TRF-01808,CUST-1078,CUST-1190,19390.15,SAR,1747006895000,COMPLETED,internal,Rent share
TRF-01809,CUST-1182,EXT-5038,29264.33,GBP,1737613938000,PROCESSING,international,Gas split
TRF-01810,CUST-1084,EXT-5004,32723.81,EUR,1740516030000,COMPLETED,international,Furniture split
TRF-01811,CUST-1075,CUST-1061,1347.84,AED,1749950736000,COMPLETED,internal,Business invoice
TRF-01812,CUST-1093,CUST-1091,39998.17,SAR,1739211153000,COMPLETED,internal,Gas split
TRF-01813,CUST-1086,EXT-5066,3109.53,SAR,1748372983000,PROCESSING,local_bank,Gift money
TRF-01814,CUST-1170,CUST-1115,16493.47,SAR,1743182287000,PROCESSING,internal,Movie tickets
TRF-01815,CUST-1116,EXT-5064,13582.75,AED,1745319634000,COMPLETED,local_bank,Insurance premium
TRF-01816,CUST-1073,EXT-5016,7427.75,AED,1740521923000,PROCESSING,international,Investment transfer
TRF-01817,CUST-1064,EXT-5077,1936.49,SAR,1743961281000,COMPLETED,local_bank,Furniture split
TRF-01818,CUST-1073,CUST-1094,14217.58,SAR,1749639587000,COMPLETED,internal,Investment transfer
TRF-01819,CUST-1177,EXT-5054,46101.93,GBP,1749863128000,COMPLETED,international,Wedding contribution
TRF-01820,CUST-1110,CUST-1051,17052.55,SAR,1742758585000,FAILED,internal,Gas split
TRF-01821,CUST-1126,CUST-1040,29310.31,SAR,1741445475000,COMPLETED,internal,Internet bill
TRF-01822,CUST-1044,EXT-5058,31207.02,GBP,1748953517000,COMPLETED,international,Loan repayment
TRF-01823,CUST-1078,CUST-1040,49286.64,AED,1743916977000,COMPLETED,internal,Event tickets
TRF-01824,CUST-1124,EXT-5047,3147.06,SAR,1740430801000,COMPLETED,local_bank,Dinner split
TRF-01825,CUST-1178,EXT-5026,24826.86,SAR,1746365374000,COMPLETED,local_bank,Salary advance
TRF-01826,CUST-1087,CUST-1094,12040.58,SAR,1740544270000,COMPLETED,internal,Insurance premium
TRF-01827,CUST-1160,CUST-1094,40072.99,AED,1737746434000,COMPLETED,internal,Travel booking
TRF-01828,CUST-1170,CUST-1053,48504.72,SAR,1746718663000,COMPLETED,internal,Furniture split
TRF-01829,CUST-1196,EXT-5054,28028.93,SAR,1748803938000,FAILED,local_bank,Insurance premium
TRF-01830,CUST-1195,CUST-1078,37193.47,GBP,1737220162000,COMPLETED,internal,Medical bill
TRF-01831,CUST-1107,EXT-5092,3982.09,EUR,1737172123000,COMPLETED,international,Internet bill
TRF-01832,CUST-1085,EXT-5061,4683.55,EUR,1747728150000,COMPLETED,international,Eid gift
TRF-01833,CUST-1150,CUST-1058,19191.94,SAR,1736457941000,PROCESSING,internal,Business invoice
TRF-01834,CUST-1175,CUST-1018,21017.50,SAR,1744465476000,COMPLETED,internal,Parking fee
TRF-01835,CUST-1133,EXT-5070,33964.05,SAR,1737158712000,COMPLETED,local_bank,Insurance premium
TRF-01836,CUST-1096,EXT-5071,4650.80,USD,1741880307000,COMPLETED,international,Shared groceries
TRF-01837,CUST-1012,CUST-1104,1658.59,SAR,1747559794000,COMPLETED,internal,Event tickets
TRF-01838,CUST-1174,EXT-5031,12157.26,AED,1745534332000,COMPLETED,international,Shared groceries
TRF-01839,CUST-1001,EXT-5086,25942.81,AED,1746665918000,COMPLETED,international,Travel booking
TRF-01840,CUST-1137,EXT-5028,14173.50,SAR,1743228702000,COMPLETED,local_bank,Dinner split
TRF-01841,CUST-1193,EXT-5053,20214.99,AED,1748223647000,COMPLETED,international,Parking fee
TRF-01842,CUST-1035,EXT-5002,25630.06,GBP,1737237732000,COMPLETED,international,Lunch money
TRF-01843,CUST-1048,EXT-5099,24041.93,GBP,1738180515000,PROCESSING,international,Movie tickets
TRF-01844,CUST-1106,CUST-1071,12890.28,USD,1746554532000,COMPLETED,internal,Freelancer payment
TRF-01845,CUST-1197,EXT-5098,29967.56,AED,1742965287000,COMPLETED,international,School tuition
TRF-01846,CUST-1114,EXT-5084,4655.29,SAR,1747306359000,COMPLETED,local_bank,Charity donation
TRF-01847,CUST-1114,CUST-1070,8446.55,SAR,1742194818000,COMPLETED,internal,Eid gift
TRF-01848,CUST-1170,CUST-1079,12869.62,AED,1749359738000,FAILED,internal,Freelancer payment
TRF-01849,CUST-1146,EXT-5091,4601.65,SAR,1741169161000,COMPLETED,local_bank,Coffee money
TRF-01850,CUST-1112,EXT-5040,9807.25,SAR,1740365738000,COMPLETED,local_bank,Gift money
TRF-01851,CUST-1161,CUST-1150,42346.06,SAR,1745167336000,COMPLETED,internal,Gym membership
TRF-01852,CUST-1197,EXT-5050,33386.92,SAR,1749231788000,COMPLETED,local_bank,Car installment
TRF-01853,CUST-1032,EXT-5069,6963.87,SAR,1748790232000,COMPLETED,local_bank,School tuition
TRF-01854,CUST-1171,EXT-5084,13321.82,EUR,1745080743000,COMPLETED,international,Gift money
TRF-01855,CUST-1048,CUST-1058,11527.89,SAR,1747540334000,COMPLETED,internal,Grocery share
TRF-01856,CUST-1070,CUST-1100,3225.45,SAR,1744317316000,COMPLETED,internal,Charity donation
TRF-01857,CUST-1078,EXT-5067,25077.14,AED,1736545717000,COMPLETED,international,Coffee money
TRF-01858,CUST-1085,CUST-1150,40006.15,SAR,1750601685000,COMPLETED,internal,Event tickets
TRF-01859,CUST-1199,EXT-5085,40974.10,SAR,1751047658000,COMPLETED,local_bank,Movie tickets
TRF-01860,CUST-1118,EXT-5050,116.43,SAR,1750555029000,COMPLETED,local_bank,Birthday gift
TRF-01861,CUST-1018,EXT-5017,32586.41,AED,1740063573000,FAILED,international,Gym membership
TRF-01862,CUST-1155,CUST-1055,45775.27,EUR,1738460854000,COMPLETED,internal,Salary advance
TRF-01863,CUST-1095,EXT-5014,21725.31,SAR,1738918438000,COMPLETED,local_bank,Coffee money
TRF-01864,CUST-1065,CUST-1011,7554.77,SAR,1747171152000,COMPLETED,internal,Wedding contribution
TRF-01865,CUST-1114,CUST-1117,43274.29,SAR,1737985711000,COMPLETED,internal,School tuition
TRF-01866,CUST-1084,CUST-1162,28586.74,SAR,1744535423000,COMPLETED,internal,Event tickets
TRF-01867,CUST-1169,CUST-1088,31371.20,SAR,1739632300000,COMPLETED,internal,Birthday gift
TRF-01868,CUST-1141,CUST-1013,31299.14,SAR,1738828748000,COMPLETED,internal,Movie tickets
TRF-01869,CUST-1048,EXT-5073,44953.15,AED,1742573752000,PROCESSING,international,Freelancer payment
TRF-01870,CUST-1048,EXT-5086,35836.06,SAR,1748755221000,COMPLETED,local_bank,Gift money
TRF-01871,CUST-1054,CUST-1141,20116.56,SAR,1751115395000,PROCESSING,internal,Coffee money
TRF-01872,CUST-1130,EXT-5010,24558.37,SAR,1736322623000,COMPLETED,local_bank,Gift money
TRF-01873,CUST-1033,EXT-5011,17485.09,SAR,1750781322000,FAILED,local_bank,Grocery share
TRF-01874,CUST-1076,EXT-5099,30910.55,SAR,1736033540000,COMPLETED,local_bank,Gas split
TRF-01875,CUST-1034,EXT-5003,17573.85,SAR,1746087999000,COMPLETED,local_bank,Dinner split
TRF-01876,CUST-1029,CUST-1056,49005.80,SAR,1749463481000,COMPLETED,internal,Salary advance
TRF-01877,CUST-1080,CUST-1161,36581.35,SAR,1748127696000,PROCESSING,internal,Insurance premium
TRF-01878,CUST-1032,CUST-1011,551.87,SAR,1748281351000,COMPLETED,internal,Parking fee
TRF-01879,CUST-1036,CUST-1103,22794.16,SAR,1741372430000,COMPLETED,internal,Movie tickets
TRF-01880,CUST-1118,CUST-1073,11967.95,GBP,1749677252000,COMPLETED,internal,Salary advance
TRF-01881,CUST-1073,CUST-1022,22179.05,SAR,1739858429000,COMPLETED,internal,Shared groceries
TRF-01882,CUST-1106,EXT-5053,42796.13,SAR,1738627368000,COMPLETED,local_bank,Freelancer payment
TRF-01883,CUST-1103,CUST-1106,16994.23,EUR,1736054361000,COMPLETED,internal,Grocery share
TRF-01884,CUST-1038,CUST-1117,16925.22,SAR,1742745379000,COMPLETED,internal,Gift money
TRF-01885,CUST-1014,EXT-5031,37372.01,AED,1738097872000,COMPLETED,international,Uber share
TRF-01886,CUST-1081,CUST-1002,48008.62,SAR,1750835679000,PROCESSING,internal,Gas split
TRF-01887,CUST-1176,EXT-5071,21319.03,SAR,1735728375000,COMPLETED,local_bank,Eid gift
TRF-01888,CUST-1020,EXT-5010,34894.24,USD,1737214320000,COMPLETED,international,Eid gift
TRF-01889,CUST-1177,EXT-5026,48592.22,USD,1741805671000,COMPLETED,local_bank,Investment transfer
TRF-01890,CUST-1059,EXT-5090,31485.90,USD,1741899623000,COMPLETED,international,Medical bill
TRF-01891,CUST-1073,EXT-5075,43544.93,USD,1742705400000,COMPLETED,international,Charity donation
TRF-01892,CUST-1015,EXT-5075,7272.56,SAR,1737498919000,PROCESSING,local_bank,Medical bill
TRF-01893,CUST-1059,CUST-1038,19803.28,SAR,1740129481000,COMPLETED,internal,Uber share
TRF-01894,CUST-1136,CUST-1161,16552.57,AED,1737534081000,COMPLETED,internal,Rent share
TRF-01895,CUST-1037,EXT-5005,16156.46,USD,1740795785000,COMPLETED,international,Medical bill
TRF-01896,CUST-1009,EXT-5041,9526.16,EUR,1742248175000,PROCESSING,international,Insurance premium
TRF-01897,CUST-1186,CUST-1058,10162.10,GBP,1739677324000,COMPLETED,internal,Birthday gift
TRF-01898,CUST-1124,EXT-5099,9683.45,GBP,1747432199000,COMPLETED,international,Rent share
TRF-01899,CUST-1148,EXT-5037,38555.73,SAR,1740103983000,COMPLETED,local_bank,Eid gift
TRF-01900,CUST-1115,CUST-1164,4803.65,SAR,1743440555000,COMPLETED,internal,Movie tickets
TRF-01901,CUST-1192,CUST-1113,40947.57,SAR,1741403582000,PROCESSING,internal,Furniture split
TRF-01902,CUST-1160,CUST-1142,41735.36,USD,1739440073000,COMPLETED,internal,Internet bill
TRF-01903,CUST-1161,EXT-5096,22459.55,SAR,1749781184000,COMPLETED,local_bank,Insurance premium
TRF-01904,CUST-1098,EXT-5014,30260.45,SAR,1741973449000,COMPLETED,local_bank,Insurance premium
TRF-01905,CUST-1155,CUST-1127,11845.37,EUR,1747245385000,PROCESSING,internal,Investment transfer
TRF-01906,CUST-1062,CUST-1196,49051.78,SAR,1747181783000,COMPLETED,internal,Uber share
TRF-01907,CUST-1093,EXT-5011,30332.71,SAR,1744879606000,COMPLETED,local_bank,School tuition
TRF-01908,CUST-1184,EXT-5010,10602.00,SAR,1750599860000,COMPLETED,local_bank,Lunch money
TRF-01909,CUST-1165,EXT-5004,35672.25,SAR,1740005888000,PROCESSING,local_bank,Lunch money
